Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[age],Unit[time unit],Characteristics[genotype],Characteristics[disease],Characteristics[organism part],Characteristics[cell type],Characteristics[stimulus],Characteristics[individual],Material Type,Protocol REF,Protocol REF,Protocol REF,Protocol REF,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Factor Value[organism],Factor Value[stimulus],Factor Value[time],Unit[time unit],Term Source REF,Term Accession Number
Human_Th2_48h_3,ERS2041587,SAMEA104423645,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_48h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_54,group 48,sequencing assay,ERX2271436,19480_4_54_r2.fq.gz,19480_4_54_r2.fq.gz,ERR2217344,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217344/ERR2217344_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Human_Th2_48h_3,ERS2041587,SAMEA104423645,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_48h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_54,group 48,sequencing assay,ERX2271436,19506_6_54_r1.fq.gz,19506_6_54_r1.fq.gz,ERR2217345,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217345/ERR2217345_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Human_Th2_48h_3,ERS2041587,SAMEA104423645,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_48h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_54,group 48,sequencing assay,ERX2271436,19506_6_54_r2.fq.gz,19506_6_54_r2.fq.gz,ERR2217345,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217345/ERR2217345_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Human_Th2_48h_3,ERS2041587,SAMEA104423645,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_48h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_54,group 48,sequencing assay,ERX2271436,19506_7_54_r1.fq.gz,19506_7_54_r1.fq.gz,ERR2217346,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217346/ERR2217346_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Human_Th2_48h_3,ERS2041587,SAMEA104423645,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_48h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_54,group 48,sequencing assay,ERX2271436,19506_7_54_r2.fq.gz,19506_7_54_r2.fq.gz,ERR2217346,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217346/ERR2217346_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),48,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_40,group 49,sequencing assay,ERX2271437,19480_1_40_r1.fq.gz,19480_1_40_r1.fq.gz,ERR2217347,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217347/ERR2217347_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_40,group 49,sequencing assay,ERX2271437,19480_1_40_r2.fq.gz,19480_1_40_r2.fq.gz,ERR2217347,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217347/ERR2217347_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_40,group 49,sequencing assay,ERX2271437,19480_2_40_r1.fq.gz,19480_2_40_r1.fq.gz,ERR2217348,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217348/ERR2217348_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_40,group 49,sequencing assay,ERX2271437,19480_2_40_r2.fq.gz,19480_2_40_r2.fq.gz,ERR2217348,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217348/ERR2217348_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_40,group 49,sequencing assay,ERX2271437,19480_3_40_r1.fq.gz,19480_3_40_r1.fq.gz,ERR2217349,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217349/ERR2217349_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_40,group 49,sequencing assay,ERX2271437,19480_3_40_r2.fq.gz,19480_3_40_r2.fq.gz,ERR2217349,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217349/ERR2217349_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_40,group 49,sequencing assay,ERX2271437,19480_4_40_r1.fq.gz,19480_4_40_r1.fq.gz,ERR2217350,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217350/ERR2217350_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_40,group 49,sequencing assay,ERX2271437,19480_4_40_r2.fq.gz,19480_4_40_r2.fq.gz,ERR2217350,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217350/ERR2217350_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_40,group 49,sequencing assay,ERX2271437,19506_6_40_r1.fq.gz,19506_6_40_r1.fq.gz,ERR2217351,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217351/ERR2217351_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_40,group 49,sequencing assay,ERX2271437,19506_6_40_r2.fq.gz,19506_6_40_r2.fq.gz,ERR2217351,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217351/ERR2217351_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_40,group 49,sequencing assay,ERX2271437,19506_7_40_r1.fq.gz,19506_7_40_r1.fq.gz,ERR2217352,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217352/ERR2217352_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_1,ERS2041588,SAMEA104423646,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_40,group 49,sequencing assay,ERX2271437,19506_7_40_r2.fq.gz,19506_7_40_r2.fq.gz,ERR2217352,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217352/ERR2217352_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_41,group 50,sequencing assay,ERX2271438,19480_1_41_r1.fq.gz,19480_1_41_r1.fq.gz,ERR2217353,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217353/ERR2217353_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_41,group 50,sequencing assay,ERX2271438,19480_1_41_r2.fq.gz,19480_1_41_r2.fq.gz,ERR2217353,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217353/ERR2217353_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_41,group 50,sequencing assay,ERX2271438,19480_2_41_r1.fq.gz,19480_2_41_r1.fq.gz,ERR2217354,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217354/ERR2217354_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_41,group 50,sequencing assay,ERX2271438,19480_2_41_r2.fq.gz,19480_2_41_r2.fq.gz,ERR2217354,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217354/ERR2217354_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_41,group 50,sequencing assay,ERX2271438,19480_3_41_r1.fq.gz,19480_3_41_r1.fq.gz,ERR2217355,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217355/ERR2217355_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_41,group 50,sequencing assay,ERX2271438,19480_3_41_r2.fq.gz,19480_3_41_r2.fq.gz,ERR2217355,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217355/ERR2217355_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_41,group 50,sequencing assay,ERX2271438,19480_4_41_r1.fq.gz,19480_4_41_r1.fq.gz,ERR2217356,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217356/ERR2217356_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_41,group 50,sequencing assay,ERX2271438,19480_4_41_r2.fq.gz,19480_4_41_r2.fq.gz,ERR2217356,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217356/ERR2217356_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_41,group 50,sequencing assay,ERX2271438,19506_6_41_r1.fq.gz,19506_6_41_r1.fq.gz,ERR2217357,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217357/ERR2217357_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_41,group 50,sequencing assay,ERX2271438,19506_6_41_r2.fq.gz,19506_6_41_r2.fq.gz,ERR2217357,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217357/ERR2217357_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_41,group 50,sequencing assay,ERX2271438,19506_7_41_r1.fq.gz,19506_7_41_r1.fq.gz,ERR2217358,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217358/ERR2217358_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_2,ERS2041589,SAMEA104423647,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_41,group 50,sequencing assay,ERX2271438,19506_7_41_r2.fq.gz,19506_7_41_r2.fq.gz,ERR2217358,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217358/ERR2217358_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_3,ERS2041590,SAMEA104423648,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_42,group 51,sequencing assay,ERX2271439,19480_1_42_r1.fq.gz,19480_1_42_r1.fq.gz,ERR2217359,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217359/ERR2217359_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
Human_Th2_4h_3,ERS2041590,SAMEA104423648,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 2 cell,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th2_4h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_42,group 51,sequencing assay,ERX2271439,19480_1_42_r2.fq.gz,19480_1_42_r2.fq.gz,ERR2217359,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217359/ERR2217359_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter) and interleukin-4 (10 nanogram per milliliter),4,hour,EFO,UO_0000032
